origin_zip,destination_zip,date,carrier,order_type,origin_lat,origin_lng,destination_lat,destination_lng,miles,rate,RPM
90802,92254,2024-10-05,Ayden Transport,import,33.745762,-118.208042,33.543835,-115.993906,128.03,654.55,5.11
90241,90802,2024-11-24,Alliance Specialized,export,33.940445,-118.129022,33.745762,-118.208042,14.19,324.38,22.87
90802,90029,2025-06-16,Schneider National,import,33.745762,-118.208042,34.089848,-118.294661,24.27,372.18,15.33
90802,92660,2024-08-22,XPO Logistics,import,33.745762,-118.208042,33.634626,-117.874882,20.62,347.72,16.86
90802,90073,2024-09-12,Avila Trucking LLC,import,33.745762,-118.208042,34.054534,-118.457025,25.65,374.35,14.59
90802,90278,2024-12-31,C.H. Robinson,import,33.745762,-118.208042,33.873215,-118.370361,12.81,314.8,24.57
90802,92408,2025-04-07,Dependable Highway Express,import,33.745762,-118.208042,34.083458,-117.270016,58.59,449.11,7.67
92234,90802,2024-10-12,Schneider National,export,33.818256,-116.466743,33.745762,-118.208042,100.05,538.64,5.38
92584,90802,2024-10-29,United Logistic Services Group,export,33.652675,-117.173568,33.745762,-118.208042,59.77,435.41,7.28
90802,90073,2025-08-01,C.H. Robinson,import,33.745762,-118.208042,34.054534,-118.457025,25.65,374.87,14.61
90802,93225,2025-02-19,Dependable Highway Express,import,33.745762,-118.208042,34.768503,-119.030293,84.78,502.79,5.93
90802,92342,2025-06-15,J.B. Hunt Transport,import,33.745762,-118.208042,34.757047,-117.350142,85.28,517.98,6.07
90802,92276,2025-04-21,Freight Horse Express,import,33.745762,-118.208042,33.82233,-116.364238,105.94,590.14,5.57
90802,91384,2025-03-26,Ayden Transport,import,33.745762,-118.208042,34.506627,-118.699048,59.56,462.15,7.76
92117,90802,2025-06-14,Precision Worldwide Logistics,export,32.824569,-117.199521,33.745762,-118.208042,86.22,527.92,6.12
90802,93256,2024-12-24,Schneider National,import,33.745762,-118.208042,35.960636,-119.312992,165.24,742.03,4.49
90802,91355,2025-08-12,Freight Horse Express,import,33.745762,-118.208042,34.43666,-118.675984,54.69,447.56,8.18
90802,93033,2025-03-14,Total Distribution Service,import,33.745762,-118.208042,34.150203,-119.127727,59.62,448.52,7.52
90802,92624,2025-02-23,Hight Logistics,import,33.745762,-118.208042,33.449184,-117.655588,37.8,402.14,10.64
90802,93207,2024-08-18,Avila Trucking LLC,import,33.745762,-118.208042,35.895294,-118.595627,150.03,729.29,4.86
90802,91945,2024-10-11,Can Trail Transportation LLC,import,33.745762,-118.208042,32.733168,-117.034176,97.38,558.81,5.74
90802,92832,2024-12-10,J.B. Hunt Transport,import,33.745762,-118.208042,33.868617,-117.92901,18.12,337.15,18.61
90802,93287,2025-01-02,XPO Logistics,import,33.745762,-118.208042,35.697096,-118.935671,140.91,666.02,4.73
90802,90073,2025-01-08,Chicas & Co Logistics,import,33.745762,-118.208042,34.054534,-118.457025,25.65,383.83,14.96
90802,90242,2025-01-22,Ecology Auto Parts,import,33.745762,-118.208042,33.921793,-118.140588,12.75,315.39,24.73
90802,93267,2025-05-17,Drayage Group Inc,import,33.745762,-118.208042,36.15118,-119.049222,172.77,861.32,4.99
90802,90026,2025-02-07,J.B. Hunt Transport,import,33.745762,-118.208042,34.080017,-118.262643,23.29,359.97,15.46
90802,92570,2024-10-16,Access One Transport,import,33.745762,-118.208042,33.787292,-117.320673,51.01,428.74,8.4
90802,92586,2025-04-28,Can Trail Transportation LLC,import,33.745762,-118.208042,33.708982,-117.198853,58.01,470.06,8.1
90802,92249,2025-03-22,J.B. Hunt Transport,import,33.745762,-118.208042,32.72558,-115.472689,172.95,793.66,4.59
90802,92364,2025-05-01,J.B. Hunt Transport,import,33.745762,-118.208042,35.34042,-115.426224,192.74,868.92,4.51
90802,92274,2025-07-24,360 Global Transportation,import,33.745762,-118.208042,33.460457,-116.084545,123.69,663.17,5.36
90802,92371,2025-07-26,Schneider National,import,33.745762,-118.208042,34.442637,-117.541808,61.37,455.01,7.41
93544,90802,2025-01-06,MTK Transportation,export,34.495537,-117.756645,33.745762,-118.208042,57.84,438.56,7.58
90802,91210,2025-03-14,Amazon Trucking,import,33.745762,-118.208042,34.144557,-118.256507,27.67,376.16,13.59
90802,92262,2024-11-17,Campos Trucking,import,33.745762,-118.208042,33.860919,-116.56616,94.53,539.71,5.71
90802,91361,2025-01-26,Hub Group,import,33.745762,-118.208042,34.136003,-118.888634,47.39,412.44,8.7
90802,93516,2025-04-17,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,35.002282,-117.629941,92.8,555.59,5.99
90802,92625,2024-12-07,Basuta Brothers,import,33.745762,-118.208042,33.601966,-117.864254,22.11,361.93,16.37
90802,90002,2025-04-30,XPO Logistics,import,33.745762,-118.208042,33.949099,-118.246737,14.21,329.51,23.18
90802,92278,2025-03-07,Amazon Trucking,import,33.745762,-118.208042,34.229975,-116.055065,127.71,641.4,5.02
92840,90802,2025-03-20,XPO Logistics,export,33.787165,-117.931889,33.745762,-118.208042,16.11,335.05,20.8
92868,90802,2024-11-18,QX Logistix LLC,export,33.788092,-117.876297,33.745762,-118.208042,19.26,344.08,17.86
92054,90802,2025-05-21,XPO Logistics,export,33.207351,-117.399315,33.745762,-118.208042,59.59,448.47,7.53
90802,90603,2024-09-01,Amazon Trucking,import,33.745762,-118.208042,33.945555,-117.990719,18.59,339.82,18.28
92327,90802,2025-06-22,7 Star Logistics,export,34.863585,-116.862059,33.745762,-118.208042,108.86,604.2,5.55
90802,93314,2025-01-17,Total Distribution Service,import,33.745762,-118.208042,35.393866,-119.244846,128.15,644.86,5.03
90802,92389,2024-09-30,Golden King Transport,import,33.745762,-118.208042,35.900961,-116.186357,187.8,836.93,4.46
90802,93422,2025-06-24,Access One Transport,import,33.745762,-118.208042,35.465349,-120.689439,184.33,885.59,4.8
90802,92264,2025-05-10,Hub Group,import,33.745762,-118.208042,33.711064,-116.498058,98.22,551.5,5.61
91501,90802,2024-10-15,National Road Logistics,export,34.2044,-118.287527,33.745762,-118.208042,31.99,387.99,12.13
90802,91702,2024-10-31,Hub Group,import,33.745762,-118.208042,34.280333,-117.866141,41.78,398.68,9.54
90008,90802,2024-12-08,National Road Logistics,export,34.009552,-118.346724,33.745762,-118.208042,19.87,350.72,17.65
90802,92120,2025-01-02,Amazon Trucking,import,33.745762,-118.208042,32.794674,-117.071172,92.84,524.3,5.65
90802,93063,2024-11-19,C.H. Robinson,import,33.745762,-118.208042,34.308048,-118.686969,47.52,406.86,8.56
93532,90802,2025-07-06,XPO Logistics,export,34.689848,-118.533689,33.745762,-118.208042,67.78,473.36,6.98
90802,90010,2025-04-26,Pac Anchor Transportation,import,33.745762,-118.208042,34.062148,-118.315889,22.7,367.3,16.18
90802,91963,2025-02-28,Lectro Trucking,import,33.745762,-118.208042,32.626231,-116.61002,120.42,629.31,5.23
90802,90403,2025-02-27,Schneider National,import,33.745762,-118.208042,34.030755,-118.492101,25.54,367.55,14.39
92844,90802,2024-10-28,360 Global Transportation,export,33.765461,-117.969462,33.745762,-118.208042,13.76,323.42,23.5
90802,92821,2024-09-13,MTK Transportation,import,33.745762,-118.208042,33.927561,-117.887086,22.28,354.31,15.9
90802,92879,2025-02-15,XPO Logistics,import,33.745762,-118.208042,33.882614,-117.528205,40.13,398.85,9.94
90802,91759,2024-09-14,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,34.263636,-117.69947,46.11,415.18,9.0
92344,90802,2025-04-20,C.H. Robinson,export,34.391145,-117.405723,33.745762,-118.208042,63.96,459.53,7.18
90802,93436,2025-02-11,XPO Logistics,import,33.745762,-118.208042,34.595669,-120.352667,135.84,659.69,4.86
92254,90802,2024-10-06,Pac Anchor Transportation,export,33.543835,-115.993906,33.745762,-118.208042,128.03,629.59,4.92
90802,92505,2025-02-28,JYC Trucking LLC,import,33.745762,-118.208042,33.936319,-117.493743,43.02,412.1,9.58
90802,90032,2025-03-17,United Logistic Services Group,import,33.745762,-118.208042,34.078294,-118.185785,23.0,364.43,15.85
90802,91945,2025-06-27,Schneider National,import,33.745762,-118.208042,32.733168,-117.034176,97.38,552.27,5.67
90802,92404,2025-08-13,QX Logistix LLC,import,33.745762,-118.208042,34.178336,-117.251458,62.39,463.91,7.44
90802,90602,2025-06-22,MTZ Trucking LLC,import,33.745762,-118.208042,33.972782,-118.022066,18.96,357.98,18.88
90802,93012,2025-04-11,C.H. Robinson,import,33.745762,-118.208042,34.196026,-118.992531,54.63,441.67,8.08
93240,90802,2025-04-07,Schneider National,export,35.617547,-118.452285,33.745762,-118.208042,129.98,654.98,5.04
90802,90263,2024-12-18,XPO Logistics,import,33.745762,-118.208042,34.039034,-118.707992,35.09,383.53,10.93
90802,90301,2024-11-12,Pac Anchor Transportation,import,33.745762,-118.208042,33.956526,-118.358654,16.92,333.64,19.72
90802,90026,2025-08-14,On Time Truckers,import,33.745762,-118.208042,34.080017,-118.262643,23.29,369.01,15.84
90802,93532,2025-03-29,J.B. Hunt Transport,import,33.745762,-118.208042,34.689848,-118.533689,67.78,465.58,6.87
90802,92376,2025-04-11,Basuta Brothers,import,33.745762,-118.208042,34.111605,-117.377406,53.87,457.84,8.5
90802,90007,2025-03-24,Amazon Trucking,import,33.745762,-118.208042,34.028127,-118.28483,19.99,352.37,17.63
90802,91906,2024-10-04,Schneider National,import,33.745762,-118.208042,32.654814,-116.465544,125.73,614.88,4.89
90802,92257,2024-12-28,Schneider National,import,33.745762,-118.208042,33.294262,-115.296229,170.48,760.96,4.46
90802,90024,2024-11-05,Pac Anchor Transportation,import,33.745762,-118.208042,34.06574,-118.435025,25.64,365.76,14.27
91741,90802,2025-02-03,Pac Anchor Transportation,export,34.156885,-117.841571,33.745762,-118.208042,35.3,391.98,11.1
91917,90802,2025-07-25,United Logistic Services Group,export,32.608785,-116.719838,33.745762,-118.208042,116.44,617.16,5.3
91214,90802,2024-08-25,360 Global Transportation,export,34.236302,-118.249185,33.745762,-118.208042,33.95,390.12,11.49
90802,92545,2024-10-27,Gill Roadway Inc,import,33.745762,-118.208042,33.729684,-117.034192,67.41,458.41,6.8
92347,90802,2025-03-20,Freight Horse Express,export,34.957406,-117.219606,33.745762,-118.208042,100.86,560.75,5.56
90802,90278,2025-02-20,Hub Group,import,33.745762,-118.208042,33.873215,-118.370361,12.81,314.68,24.56
90802,92344,2025-03-21,MTK Transportation,import,33.745762,-118.208042,34.391145,-117.405723,63.96,457.37,7.15
90802,93555,2025-06-15,J.B. Hunt Transport,import,33.745762,-118.208042,35.606509,-117.683472,131.88,666.23,5.05
90802,91910,2024-10-03,Access One Transport,import,33.745762,-118.208042,32.637882,-117.058047,101.32,562.07,5.55
92121,90802,2025-05-11,Hub Group,export,32.899592,-117.201203,33.745762,-118.208042,82.39,508.55,6.17
90802,93460,2025-04-27,Schneider National,import,33.745762,-118.208042,34.653533,-120.007153,120.35,625.64,5.2
92807,90802,2025-06-29,J.B. Hunt Transport,export,33.848733,-117.788357,33.745762,-118.208042,25.11,374.86,14.93
90802,91702,2025-07-27,United Logistic Services Group,import,33.745762,-118.208042,34.280333,-117.866141,41.78,415.83,9.95
90802,93442,2024-10-18,Access One Transport,import,33.745762,-118.208042,35.401931,-120.799366,186.48,844.21,4.53
90802,92260,2025-08-08,Dependable Highway Express,import,33.745762,-118.208042,33.708254,-116.403534,103.65,575.56,5.55
90802,92223,2025-04-03,JT Freight Trucking,import,33.745762,-118.208042,33.948338,-116.988022,71.34,487.54,6.83
90802,92869,2024-10-06,Year-Round Enterprises,import,33.745762,-118.208042,33.80845,-117.791737,24.28,365.04,15.03
90802,93287,2024-08-21,Dependable Highway Express,import,33.745762,-118.208042,35.697096,-118.935671,140.91,663.84,4.71
92055,90802,2024-10-10,Schneider National,export,33.387701,-117.444794,33.745762,-118.208042,50.39,419.61,8.33
90802,92264,2025-02-28,Amazon Trucking,import,33.745762,-118.208042,33.711064,-116.498058,98.22,539.08,5.49
90802,93274,2024-09-04,Schneider National,import,33.745762,-118.208042,36.178091,-119.370752,180.36,788.67,4.37
90802,92236,2025-08-07,United Logistic Services Group,import,33.745762,-118.208042,33.686143,-116.172917,116.95,617.58,5.28
90802,92371,2024-09-07,Can Trail Transportation LLC,import,33.745762,-118.208042,34.442637,-117.541808,61.37,459.67,7.49
90802,93258,2025-06-20,Hub Group,import,33.745762,-118.208042,36.05438,-119.150397,168.09,786.16,4.68
90802,92254,2025-03-18,C.H. Robinson,import,33.745762,-118.208042,33.543835,-115.993906,128.03,640.3,5.0
90802,91343,2025-06-23,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,34.237912,-118.482306,37.43,411.57,10.99
92104,90802,2025-02-06,Amazon Trucking,export,32.741501,-117.127948,33.745762,-118.208042,93.26,525.25,5.63
90802,92364,2024-12-13,Amazon Trucking,import,33.745762,-118.208042,35.34042,-115.426224,192.74,830.17,4.31
90802,91750,2025-01-02,Cecia Transportation,import,33.745762,-118.208042,34.179642,-117.774311,38.91,414.61,10.65
90802,92344,2024-10-01,Golden King Transport,import,33.745762,-118.208042,34.391145,-117.405723,63.96,455.74,7.12
93454,90802,2025-04-01,National Road Logistics,export,34.923013,-120.259463,33.745762,-118.208042,142.43,716.58,5.03
90802,93522,2025-02-08,Hub Group,import,33.745762,-118.208042,36.316298,-117.592333,180.86,800.17,4.42
90802,92322,2025-04-25,7 Star Logistics,import,33.745762,-118.208042,34.254361,-117.326453,61.48,463.81,7.54
90802,91008,2025-02-12,C.H. Robinson,import,33.745762,-118.208042,34.153159,-117.968818,31.29,380.44,12.16
90802,91702,2025-07-22,J.B. Hunt Transport,import,33.745762,-118.208042,34.280333,-117.866141,41.78,413.71,9.9
90802,90278,2024-08-20,Schneider National,import,33.745762,-118.208042,33.873215,-118.370361,12.81,312.04,24.35
90802,90010,2025-05-20,All Ports Logistics,import,33.745762,-118.208042,34.062148,-118.315889,22.7,373.35,16.45
93274,90802,2024-12-29,XPO Logistics,export,36.178091,-119.370752,33.745762,-118.208042,180.36,799.94,4.44
90802,91739,2024-09-27,All Modal Transportation,import,33.745762,-118.208042,34.172754,-117.521243,49.15,425.08,8.65
90802,91302,2024-09-02,C.H. Robinson,import,33.745762,-118.208042,34.123305,-118.671025,37.19,391.14,10.52
90802,91917,2025-07-16,United Logistic Services Group,import,33.745762,-118.208042,32.608785,-116.719838,116.44,620.7,5.33
93454,90802,2024-10-16,JT Freight Trucking,export,34.923013,-120.259463,33.745762,-118.208042,142.43,687.67,4.83
90802,93226,2025-03-18,Total Distribution Service,import,33.745762,-118.208042,35.735652,-118.738373,140.65,694.51,4.94
91343,90802,2025-06-29,C.H. Robinson,export,34.237912,-118.482306,33.745762,-118.208042,37.43,407.69,10.89
90802,92253,2025-05-15,XPO Logistics,import,33.745762,-118.208042,33.646083,-116.275297,111.24,596.57,5.36
90802,90045,2025-07-02,Avila Trucking LLC,import,33.745762,-118.208042,33.942143,-118.417309,18.11,361.34,19.96
90802,91321,2025-06-25,Dependable Highway Express,import,33.745762,-118.208042,34.368158,-118.48913,45.88,422.86,9.22
90802,92518,2024-09-22,Dependable Highway Express,import,33.745762,-118.208042,33.889184,-117.277729,54.28,426.6,7.86
90802,92268,2024-09-19,National Road Logistics,import,33.745762,-118.208042,34.222079,-116.564222,99.69,550.32,5.52
90802,92346,2025-02-28,Dependable Highway Express,import,33.745762,-118.208042,34.124199,-117.181054,64.37,453.27,7.04
90802,93287,2025-07-29,Pac Anchor Transportation,import,33.745762,-118.208042,35.697096,-118.935671,140.91,700.23,4.97
90802,92673,2025-03-29,J.B. Hunt Transport,import,33.745762,-118.208042,33.467371,-117.613509,39.22,404.12,10.3
90802,92395,2025-05-11,MTZ Trucking LLC,import,33.745762,-118.208042,34.501472,-117.292048,73.92,501.9,6.79
90802,90280,2025-07-06,Ayden Transport,import,33.745762,-118.208042,33.944159,-118.192761,13.73,336.69,24.53
90802,92231,2024-10-05,Hub Group,import,33.745762,-118.208042,32.687551,-115.541029,170.5,763.71,4.48
90802,90002,2025-06-04,Ecology Auto Parts,import,33.745762,-118.208042,33.949099,-118.246737,14.21,328.89,23.14
90802,91977,2025-04-30,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,32.726237,-116.994318,99.34,571.55,5.75
90802,92336,2025-02-28,J.B. Hunt Transport,import,33.745762,-118.208042,34.147718,-117.464506,50.83,422.51,8.31
90802,92117,2025-06-05,CSC Logistics,import,33.745762,-118.208042,32.824569,-117.199521,86.22,549.04,6.37
90802,93555,2025-07-02,C.H. Robinson,import,33.745762,-118.208042,35.606509,-117.683472,131.88,672.85,5.1
91790,90802,2024-10-09,Dependable Highway Express,export,34.066964,-117.937007,33.745762,-118.208042,27.08,369.65,13.65
90802,92276,2025-01-18,Alliance Specialized,import,33.745762,-118.208042,33.82233,-116.364238,105.94,588.93,5.56
92617,90802,2025-08-15,XPO Logistics,export,33.642508,-117.841681,33.745762,-118.208042,22.22,361.06,16.25
90802,91941,2025-01-25,Dependable Highway Express,import,33.745762,-118.208042,32.759266,-116.997091,97.61,536.12,5.49
90802,93244,2024-08-31,Schneider National,import,33.745762,-118.208042,36.488656,-118.998043,194.57,838.37,4.31
90802,90026,2025-02-16,Hub Group,import,33.745762,-118.208042,34.080017,-118.262643,23.29,358.61,15.4
90802,90602,2024-11-07,7 Star Logistics,import,33.745762,-118.208042,33.972782,-118.022066,18.96,345.18,18.21
90802,91306,2024-11-09,United Logistic Services Group,import,33.745762,-118.208042,34.209532,-118.577563,38.38,394.57,10.28
90802,92109,2025-08-07,Schneider National,import,33.745762,-118.208042,32.786772,-117.234207,86.86,519.58,5.98
90079,90802,2025-07-31,Chicas & Co Logistics,export,34.040587,-118.255404,33.745762,-118.208042,20.54,373.58,18.19
92397,90802,2025-01-31,J.B. Hunt Transport,export,34.374009,-117.628429,33.745762,-118.208042,54.6,426.43,7.81
90802,93271,2025-08-06,Year-Round Enterprises,import,33.745762,-118.208042,36.469275,-118.800919,191.0,890.82,4.66
90802,92108,2025-01-15,Schneider National,import,33.745762,-118.208042,32.773983,-117.142706,91.02,519.34,5.71
90802,92880,2025-05-16,Schneider National,import,33.745762,-118.208042,33.92539,-117.607254,36.62,402.86,11.0
90802,91977,2025-06-08,XPO Logistics,import,33.745762,-118.208042,32.726237,-116.994318,99.34,563.13,5.67
93440,90802,2024-10-29,Schneider National,export,34.712216,-120.230146,33.745762,-118.208042,133.33,635.3,4.76
90802,92324,2024-10-13,Hight Logistics,import,33.745762,-118.208042,34.025685,-117.288812,56.12,439.69,7.83
90802,93110,2025-02-02,Cardona Trucking,import,33.745762,-118.208042,34.446201,-119.762794,101.2,582.39,5.75
90802,92808,2024-09-12,Total Distribution Service,import,33.745762,-118.208042,33.856473,-117.740177,27.91,374.37,13.41
90802,92067,2024-11-28,Hub Group,import,33.745762,-118.208042,33.020908,-117.190346,77.12,471.65,6.12
90802,92024,2025-01-29,Freight Horse Express,import,33.745762,-118.208042,33.056022,-117.2599,72.49,474.21,6.54
90802,90301,2025-05-03,Ape Express Trucking,import,33.745762,-118.208042,33.956526,-118.358654,16.92,352.99,20.86
